STUDENT_ID|TERM|COURSE|STUDENT
90000267|'202520.CHEM1111.05Z.rzehnder'
90000268|'202520.CHEM1111.05Z.rzehnder'
90000269|'202520.CHEM1111.10Z.sdharmarajan'
90000270|'202520.GEOL1104.03Z.ekoemanshields,202520.PHYS2125.02Z.mholcomb3'
90000271|'202520.CHEM1112.08Z.eosborne'
90000272|'202520.BIOL3403.01Z.lammerma,202520.CHEM3452.03Z.sramasamy'
90000273|'202520.GEOL1104.04Z.jgarza85'
90000274|'202520.BIOL3403.01Z.lammerma,202520.CHEM3452.05Z.sramasamy,202520.PHYS1102.01Z.eholik'
90000275|'202520.PHYS2125.02Z.mholcomb3'
90000276|'202520.PHYS1102.03Z.eholik'
90000277|'202520.CHEM1111.05Z.rzehnder'
90000278|'202520.PHYS1102.03Z.eholik'
90000279|'202520.CHEM1112.07Z.gsmith34,202520.GEOL1104.01Z.jgarza85'
90000280|'202520.CHEM1112.07Z.gsmith34'
90000281|'202520.CHEM1111.06Z.sdharmarajan'
90000282|'202520.PHYS2126.02Z.challen'
90000283|'202520.BIOL2124.04Z.cadkins'
90000284|'202520.BIOL1413.02Z.eabreu'
90000285|'202520.PHYS2125.02Z.mholcomb3'
90000286|'202520.GEOL1104.04Z.jgarza85,202520.PHYS2126.01Z.swilliams36'
90000287|'202520.BIOL2420.02Z.hjones13'
90000288|'202520.CHEM1112.08Z.eosborne'
90000289|'202520.GEOL1104.04Z.jgarza85'
90000290|'202520.PHYS1102.02Z.challen'
90000291|'202520.CHEM1112.06Z.gsmith34'
90000292|'202520.BIOL2420.02Z.hjones13,202520.CHEM1106.04Z.jmaxwell'
90000293|'202520.BIOL2124.02Z.hjones13'
90000294|'202520.BIOL2124.03Z.cadkins,202520.CHEM1106.05Z.jmaxwell'
90000295|'202520.BIOL2420.03Z.hjones13'
90000296|'202520.CHEM1106.04Z.jmaxwell'
90000297|'202520.GEOL1104.04Z.jgarza85'
90000298|'202520.CHEM1112.06Z.gsmith34'
90000299|'202520.BIOL2420.01Z.hjones13'
90000300|'202520.CHEM1111.06Z.sdharmarajan'
90000301|'202520.GEOL1104.03Z.ekoemanshields'
90000302|'202520.PHYS2125.01Z.kcarrell'
90000303|'202520.PHYS2126.02Z.challen'
90000304|'202520.BIOL2124.03Z.cadkins'
90000305|'202520.PHYS2126.01Z.swilliams36'
90000306|'202520.CHEM1111.07Z.rzehnder'
90000307|'202520.CHEM1106.04Z.jmaxwell'
90000308|'202520.CHEM3451.02Z.jcarr17'
90000309|'202520.CHEM3452.03Z.sramasamy,202520.PHYS1102.03Z.eholik'
90000310|'202520.BIOL2124.01Z.cadkins,202520.BIOL3403.01Z.lammerma'
90000311|'202520.PHYS2125.02Z.mholcomb3'
90000312|'202520.PHYS2125.01Z.kcarrell'
90000313|'202520.PHYS2125.02Z.mholcomb3'
90000314|'202520.GEOL1104.03Z.ekoemanshields'
90000315|'202520.CHEM1111.06Z.sdharmarajan'
90000316|'202520.BIOL2124.03Z.cadkins'
90000317|'202520.BIOL2124.01Z.cadkins,202520.CHEM1111.09Z.jcarr17'
90000318|'202520.GEOL1104.03Z.ekoemanshields'
90000319|'202520.CHEM1111.10Z.sdharmarajan'
90000320|'202520.BIOL2124.01Z.cadkins'
90000321|'202520.GEOL1104.03Z.ekoemanshields'
90000322|'202520.GEOL1104.02Z.sshields2'
90000323|'202520.BIOL2420.01Z.hjones13'
90000324|'202520.BIOL3403.01Z.lammerma'
90000325|'202520.PHYS2126.02Z.challen'
90000326|'202520.CHEM1111.08Z.rzehnder'
90000327|'202520.CHEM1111.09Z.jcarr17'
90000328|'202520.GEOL1104.04Z.jgarza85'
90000329|'202520.CHEM1106.04Z.jmaxwell'
90000330|'202520.BIOL2420.02Z.hjones13'
90000331|'202520.PHYS2125.01Z.kcarrell'
90000332|'202520.CHEM1112.06Z.gsmith34'
90000333|'202520.CHEM1112.08Z.eosborne'
90000334|'202520.GEOL1104.04Z.jgarza85'
90000335|'202520.CHEM1111.06Z.sdharmarajan'
90000336|'202520.CHEM3452.04Z.sramasamy'
90000337|'202520.BIOL2124.04Z.cadkins'
90000338|'202520.BIOL2420.02Z.hjones13'
90000339|'202520.BIOL2420.02Z.hjones13,202520.CHEM1106.05Z.jmaxwell'
90000340|'202520.BIOL2124.02Z.hjones13'
90000341|'202520.PHYS2126.02Z.challen'
90000342|'202520.BIOL2420.01Z.hjones13'
90000343|'202520.BIOL2124.04Z.cadkins'
90000344|'202520.CHEM1106.05Z.jmaxwell'
90000345|'202520.GEOL1104.01Z.jgarza85'
90000346|'202520.PHYS2125.02Z.mholcomb3'
90000347|'202520.CHEM1106.05Z.jmaxwell'
90000348|'202520.CHEM1112.06Z.gsmith34'
90000349|'202520.BIOL2124.04Z.cadkins'
90000350|'202520.CHEM4421.02Z.sdharmarajan,202520.PHYS2126.01Z.swilliams36'
90000351|'202520.BIOL2124.03Z.cadkins'
90000352|'202520.CHEM4233.02Z.eosborne,202520.PHYS2126.01Z.swilliams36'
90000353|'202520.BIOL2420.03Z.hjones13'
90000354|'202520.CHEM3451.02Z.jcarr17'
90000355|'202520.CHEM3451.03Z.jcarr17'
90000356|'202520.CHEM3452.03Z.sramasamy,202520.PHYS1102.03Z.eholik'
90000357|'202520.BIOL2420.01Z.hjones13,202520.CHEM1106.05Z.jmaxwell'
90000358|'202520.BIOL2420.03Z.hjones13'
90000359|'202520.BIOL2420.02Z.hjones13'
90000360|'202520.CHEM1111.07Z.rzehnder'
90000361|'202520.CHEM1111.05Z.rzehnder'
90000362|'202520.BIOL1413.03Z.bskipper'
90000363|'202520.BIOL2420.01Z.hjones13'
90000364|'202520.BIOL2420.03Z.hjones13'
90000365|'202520.CHEM1106.05Z.jmaxwell'
